,rmse,mae,mape
"((5, 0, 1), (5, 0, 0, 7))",30285.27818265419,23954.106791667276,4.076407654451613
"((5, 1, 2), (4, 0, 1, 7))",30285.281826345526,23954.11360334294,4.076408472770191
"((1, 0, 4), (4, 1, 0, 7))",30285.35947745544,23954.258747491138,4.076425909618169
"((6, 0, 3), (4, 1, 0, 7))",30285.444603966742,23954.417820160255,4.076445019764759
"((3, 2, 4), (2, 0, 1, 7))",30285.463066895416,23954.452315010978,4.07644916379313
"((3, 1, 11), (1, 0, 0, 7))",30285.516446104506,23954.55203274337,4.076461143352499
"((6, 2, 12), (0, 1, 0, 7))",30285.56153742778,23954.636253674824,4.076471261208415
"((3, 1, 2), (2, 0, 1, 7))",30285.6790803036,23954.855737509035,4.076497628831898
"((0, 0, 9), (2, 0, 0, 7))",30285.68729762236,23954.87107813057,4.076499471772788
"((7, 0, 0), (0, 0, 1, 7))",30285.697581129483,23954.890275438836,4.076501778035562
"((6, 0, 0), (2, 0, 0, 7))",30285.71070464415,23954.914773508688,4.0765047211037135
"((0, 2, 2), (5, 0, 1, 7))",30285.91605511954,23955.29796452406,4.076550755639477
"((1, 0, 3), (4, 1, 0, 7))",30285.94164138743,23955.345690550377,4.076556489191095
"((6, 1, 5), (3, 0, 2, 7))",30285.96954267559,23955.397730030058,4.076562740938115
"((8, 1, 6), (0, 1, 0, 7))",30286.013310019076,23955.47935175582,4.076572546539246
"((6, 0, 3), (1, 1, 2, 7))",30286.060429589492,23955.567211428362,4.0765831015342116
"((3, 2, 10), (0, 1, 0, 7))",30286.122095201048,23955.68217248392,4.076596912345561
"((5, 1, 3), (2, 1, 1, 7))",30286.128381926996,23955.69389125096,4.076598320176066
"((4, 2, 11), (5, 1, 0, 7))",30286.22926384178,23955.88190577588,4.076620907243676
"((5, 1, 9), (4, 0, 0, 7))",30286.33729357566,23956.083170130405,4.0766450860755254
"((4, 0, 6), (0, 1, 2, 7))",30286.339580767653,23956.087430473945,4.076645597890597
"((5, 2, 6), (2, 1, 2, 7))",30286.350302053455,23956.107400528705,4.0766479969870355
"((2, 0, 1), (4, 1, 0, 7))",30286.378343376156,23956.15962838865,4.0766542713650615
"((6, 0, 2), (1, 0, 2, 7))",30286.381663472388,23956.165811844046,4.076655014212589
"((2, 2, 2), (3, 1, 1, 7))",30286.383904054648,23956.16998473797,4.076655515521928
"((9, 0, 6), (0, 1, 2, 7))",30286.491885144565,23956.37105263608,4.076679670752546
"((3, 2, 11), (1, 1, 0, 7))",30286.537692109312,23956.456325918334,4.076689915032303
"((3, 0, 2), (1, 0, 0, 7))",30286.56850234141,23956.513674130027,4.076696804542224
"((6, 2, 5), (2, 0, 0, 7))",30286.571127805113,23956.518560723976,4.076697391591699
"((1, 1, 8), (0, 1, 0, 7))",30286.625235919215,23956.619258706705,4.076709488913142
"((6, 0, 4), (4, 1, 0, 7))",30286.774983043,23956.897849347653,4.076742957314828
"((1, 0, 6), (5, 1, 2, 7))",30286.78899813881,23956.923915887422,4.0767460888106335
"((5, 1, 4), (2, 1, 1, 7))",30286.858922217463,23957.05394848111,4.076761710236619
"((5, 2, 11), (1, 0, 0, 7))",30286.876744716,23957.08708672026,4.076765691288873
"((10, 1, 10), (0, 1, 0, 7))",30286.89222757118,23957.115873120943,4.076769149534339
"((5, 0, 12), (1, 0, 0, 7))",30286.945587968108,23957.21507152396,4.076781066704232
"((5, 1, 3), (4, 0, 0, 7))",30286.964010552267,23957.249315433266,4.076785180585833
"((2, 2, 6), (5, 0, 1, 7))",30287.041495220583,23957.39332057375,4.076802480599466
"((4, 2, 7), (2, 0, 0, 7))",30287.146365178716,23957.58816105278,4.076825887700992
"((3, 0, 2), (2, 0, 0, 7))",30287.157842314016,23957.60948050574,4.076828448906971
"((1, 2, 3), (5, 0, 0, 7))",30287.192262450357,23957.673412964967,4.076836129413463
"((5, 2, 12), (4, 1, 0, 7))",30287.246155093777,23957.77349898545,4.07684815321701
"((3, 0, 5), (1, 1, 1, 7))",30287.25452960348,23957.789049959036,4.076850021428478
"((1, 0, 2), (4, 1, 0, 7))",30287.314943280096,23957.901221566375,4.076863497130315
"((5, 2, 4), (4, 0, 2, 7))",30287.370217846004,23958.00383118662,4.07687582410575
"((4, 0, 6), (2, 1, 2, 7))",30287.395292018642,23958.050371615278,4.076881415225953
"((1, 0, 1), (0, 1, 0, 7))",30287.57922985058,23958.39166001395,4.076922415803641
"((1, 0, 0), (5, 1, 0, 7))",30287.600534112993,23958.43117542384,4.076927162975356
"((2, 0, 5), (0, 0, 0, 0))",30287.602487142798,23958.434797785572,4.07692759814668
"((2, 0, 5), (0, 0, 0, 7))",30287.602487142798,23958.434797785572,4.07692759814668
"((3, 0, 2), (3, 0, 1, 7))",30287.64090042041,23958.506039561315,4.076936156755681
"((4, 1, 0), (5, 0, 0, 7))",30287.65335267236,23958.52913169202,4.07693893092176
"((6, 0, 1), (2, 0, 1, 7))",30287.729130524665,23958.669637340572,4.076955810524997
"((5, 2, 9), (0, 0, 0, 7))",30287.791632564084,23958.785500253325,4.076969729680686
"((5, 2, 9), (0, 0, 0, 0))",30287.791632564084,23958.785500253325,4.076969729680686
"((2, 2, 6), (0, 1, 0, 7))",30287.84822077288,23958.890379377408,4.076982329302271
"((3, 1, 6), (5, 0, 1, 7))",30287.851016591863,23958.895560557736,4.0769829517417895
"((4, 1, 6), (0, 0, 1, 7))",30287.946750301708,23959.072943760384,4.077004261618741
"((5, 2, 4), (2, 1, 2, 7))",30287.965546950072,23959.107765004257,4.077008444858254
"((1, 2, 11), (3, 1, 0, 7))",30288.171186535987,23959.48857349148,4.077054193169728
"((5, 1, 1), (2, 0, 0, 7))",30288.17898912012,23959.50301732555,4.077055928375329
"((6, 1, 7), (5, 0, 0, 7))",30288.363634190267,23959.844714472667,4.077096978057886
"((6, 0, 2), (3, 0, 1, 7))",30288.438884161158,23959.983908459257,4.077113700085014
"((1, 1, 6), (0, 0, 1, 7))",30288.525380135627,23960.143861387452,4.077132915981261
"((8, 0, 1), (0, 0, 1, 7))",30288.587112499044,23960.25799176844,4.077146626999774
"((6, 0, 1), (2, 0, 2, 7))",30288.703685986082,23960.47344766947,4.077172510728733
"((4, 2, 3), (5, 1, 2, 7))",30288.905093763733,23960.845499668147,4.077217207082127
"((5, 1, 4), (1, 1, 1, 7))",30288.961564871344,23960.9497713446,4.077229733728176
"((2, 1, 7), (3, 0, 0, 7))",30289.07240377161,23961.15437378624,4.077254313580103
"((2, 0, 2), (1, 1, 2, 7))",30289.14217725841,23961.28313290493,4.077269782017558
"((4, 2, 10), (1, 1, 0, 7))",30289.212848964213,23961.413519008816,4.077285445912383
"((3, 2, 2), (1, 0, 0, 7))",30289.22918733082,23961.44365817982,4.0772890666725
"((6, 1, 4), (5, 1, 0, 7))",30289.361136902786,23961.687003626805,4.077318300903558
"((3, 2, 11), (0, 1, 0, 7))",30289.373667546566,23961.710107457126,4.077321076475168
"((10, 1, 5), (0, 1, 0, 7))",30289.39458430025,23961.748671332505,4.077325709334575
"((5, 0, 6), (4, 0, 1, 7))",30289.427979513537,23961.81023596588,4.07733310538303
"((1, 1, 3), (0, 1, 0, 7))",30289.444375019073,23961.840458846378,4.077336736199562
"((1, 0, 7), (5, 1, 0, 7))",30289.667605780116,23962.25179016503,4.077386151362079
"((6, 1, 4), (2, 0, 2, 7))",30289.734715137376,23962.375388027456,4.077400999753587
"((4, 2, 0), (2, 1, 2, 7))",30289.736066264915,23962.377876167247,4.077401298665503
"((1, 0, 4), (5, 1, 2, 7))",30289.834310283808,23962.558765369344,4.077423029734629
"((6, 1, 8), (3, 0, 0, 7))",30289.902394334134,23962.684088679962,4.077438085412329
"((0, 1, 11), (1, 0, 0, 7))",30289.923245594247,23962.722464230425,4.077442695647379
"((5, 2, 3), (4, 0, 2, 7))",30289.930808796253,23962.736383213825,4.077444367800205
"((4, 2, 0), (1, 0, 0, 7))",30290.00540283321,23962.873644063817,4.077460857590557
"((0, 1, 12), (1, 0, 0, 7))",30290.078916054823,23963.0088828493,4.077477104460805
"((2, 2, 6), (1, 0, 0, 7))",30290.16816566072,23963.173026786226,4.0774968238426075
"((7, 2, 6), (0, 0, 1, 7))",30290.26673428488,23963.354253406946,4.077518595447417
"((1, 1, 6), (0, 0, 0, 7))",30290.332246925213,23963.474671104155,4.077533061790747
"((1, 1, 6), (0, 0, 0, 0))",30290.332246925213,23963.474671104155,4.077533061790747
"((5, 2, 11), (1, 1, 0, 7))",30290.342637970924,23963.493768311626,4.077535356027942
"((6, 1, 6), (1, 0, 2, 7))",30290.34362892725,23963.495589508682,4.077535574816895
"((5, 2, 7), (3, 1, 0, 7))",30290.452298675034,23963.69526843537,4.077559563183855
"((6, 2, 10), (4, 0, 0, 7))",30290.531527551873,23963.84080496685,4.077577047170678
"((2, 1, 6), (2, 0, 2, 7))",30290.620718804617,23964.00459588145,4.077596724142251
"((4, 2, 10), (3, 1, 0, 7))",30290.664673020205,23964.08529568604,4.077606418988664
"((2, 1, 8), (3, 0, 0, 7))",30290.719121533555,23964.18524673488,4.077618426577432
"((3, 0, 2), (4, 0, 2, 7))",30290.74475083923,23964.232288186704,4.0776240778879
"((5, 1, 5), (2, 0, 1, 7))",30290.797940831344,23964.329903346385,4.077635804855339
"((6, 0, 6), (4, 0, 2, 7))",30290.82607449669,23964.38152778529,4.077642006741562
"((3, 1, 2), (4, 0, 2, 7))",30290.89484403471,23964.50769765973,4.077657164120948
"((6, 1, 5), (4, 0, 2, 7))",30290.94546225089,23964.600547432714,4.077668318600109
"((4, 1, 11), (4, 1, 0, 7))",30290.968211305608,23964.642271324115,4.077673331087077
"((0, 1, 1), (5, 0, 0, 7))",30291.013695678794,23964.72568452706,4.0776833519067734
"((3, 2, 7), (3, 0, 0, 7))",30291.079732369766,23964.84676609643,4.077697898004183
"((4, 0, 2), (1, 0, 0, 7))",30291.135627164258,23964.949231400915,4.077710207642286
"((4, 1, 3), (5, 0, 2, 7))",30291.15230141368,23964.97979467263,4.077713879351612
"((2, 2, 11), (2, 0, 0, 7))",30291.228161829673,23965.118822771714,4.077730581449896
"((6, 0, 5), (4, 0, 1, 7))",30291.308633361015,23965.26626363268,4.0777482942127605
"((6, 1, 10), (5, 1, 0, 7))",30291.343044084155,23965.329299435478,4.0777558669997065
"((4, 2, 10), (3, 0, 0, 7))",30291.36508716679,23965.36967563931,4.077760717582639
"((2, 0, 1), (5, 0, 2, 7))",30291.504861001096,23965.625630557388,4.077791466648662
"((3, 0, 2), (3, 0, 2, 7))",30291.515494590865,23965.645098054883,4.077793805370536
"((10, 2, 6), (0, 1, 0, 7))",30291.56749762668,23965.740293074996,4.077805241595245
"((2, 2, 4), (5, 0, 0, 7))",30291.57514882312,23965.75429772713,4.077806924039858
"((5, 2, 3), (5, 1, 0, 7))",30291.58783814397,23965.77752332179,4.077809714239589
"((2, 2, 6), (1, 0, 2, 7))",30291.620184821953,23965.836723910823,4.077816826284297
"((4, 2, 0), (1, 0, 2, 7))",30291.629696650514,23965.854131174405,4.077818917500599
"((1, 0, 2), (4, 0, 1, 7))",30291.636556347214,23965.866684527115,4.077820425593798
"((4, 2, 5), (4, 0, 0, 7))",30291.657734299843,23965.90543872915,4.07782508131804
"((4, 1, 1), (3, 0, 1, 7))",30291.663116677722,23965.915287682375,4.077826264519032
"((3, 1, 6), (4, 0, 1, 7))",30291.763631153244,23966.099182302692,4.077848356643159
"((1, 1, 1), (0, 0, 1, 7))",30291.776976933386,23966.12359429615,4.077851289370549
"((3, 0, 7), (3, 0, 0, 7))",30291.788192881184,23966.144109590903,4.077853753969227
"((3, 2, 12), (1, 1, 0, 7))",30291.858521737267,23966.27273218335,4.077869206005144
"((1, 0, 2), (5, 0, 2, 7))",30292.06382386474,23966.648034269067,4.077914292806752
"((4, 2, 0), (3, 1, 2, 7))",30292.08035275517,23966.67823889292,4.077917921430027
"((5, 2, 10), (1, 0, 0, 7))",30292.10962006932,23966.731717494633,4.077924346065533
"((2, 2, 6), (0, 0, 0, 0))",30292.16490206726,23966.832717363934,4.077936479654029
"((2, 2, 6), (0, 0, 0, 7))",30292.16490206726,23966.832717363934,4.077936479654029
"((1, 0, 4), (0, 1, 0, 7))",30292.213757851077,23966.92196137319,4.0779472009558635
"((3, 0, 6), (5, 0, 2, 7))",30292.250459841147,23966.988994878087,4.07795525400553
"((1, 0, 3), (5, 0, 2, 7))",30292.311951368672,23967.101286633297,4.077968744141295
"((4, 2, 6), (5, 0, 1, 7))",30292.357514619252,23967.184476665898,4.07797873815049
"((3, 0, 3), (5, 0, 1, 7))",30292.388533457037,23967.2411042156,4.077985541083904
"((9, 0, 3), (0, 0, 0, 0))",30292.399620138556,23967.261342511723,4.077987972405436
"((9, 0, 3), (0, 0, 0, 7))",30292.399620138556,23967.261342511723,4.077987972405436
"((4, 2, 6), (4, 0, 0, 7))",30292.409555503367,23967.279478502187,4.0779901511671195
"((2, 2, 3), (5, 0, 1, 7))",30292.41267935404,23967.285180649884,4.077990836192893
"((2, 0, 3), (2, 0, 0, 7))",30292.427174721997,23967.31163913302,4.0779940147746965
"((6, 1, 9), (0, 0, 0, 7))",30292.44348208483,23967.341403564027,4.077997590515538
"((6, 1, 9), (0, 0, 0, 0))",30292.44348208483,23967.341403564027,4.077997590515538
"((4, 1, 12), (3, 1, 0, 7))",30292.450006831412,23967.35331218041,4.077999021153535
"((9, 0, 4), (0, 1, 2, 7))",30292.647928001355,23967.714426728882,4.078042403539683
"((3, 0, 1), (5, 1, 2, 7))",30292.670865131193,23967.75626129961,4.07804742932308
"((6, 2, 9), (0, 0, 0, 0))",30292.7321526252,23967.86802698096,4.078060856259122
"((6, 2, 9), (0, 0, 0, 7))",30292.7321526252,23967.86802698096,4.078060856259122
"((4, 0, 0), (0, 0, 0, 7))",30292.78214651369,23967.95918077495,4.078071806992363
"((4, 0, 0), (0, 0, 0, 0))",30292.78214651369,23967.95918077495,4.078071806992363
"((5, 1, 10), (5, 1, 0, 7))",30292.858224869964,23968.097865856696,4.0780884678823615
"((4, 1, 6), (0, 0, 2, 7))",30292.917362788252,23968.205646065446,4.078101416024869
"((5, 1, 5), (2, 0, 0, 7))",30292.97663891931,23968.313657347044,4.078114391927242
"((5, 2, 9), (5, 0, 0, 7))",30292.99031824472,23968.338580465726,4.078117386058504
"((6, 0, 12), (4, 1, 0, 7))",30293.192771155154,23968.707310972408,4.07816168338547
"((5, 0, 4), (2, 0, 1, 7))",30293.245157440313,23968.802683378486,4.078173140920386
"((6, 0, 2), (5, 1, 2, 7))",30293.390107293246,23969.06648881041,4.078204833105495
"((2, 0, 6), (4, 0, 1, 7))",30293.457506910985,23969.189112307442,4.078219564441913
"((8, 0, 6), (0, 1, 2, 7))",30293.457795452014,23969.18963720692,4.078219627500554
"((5, 2, 12), (3, 1, 0, 7))",30293.616160519003,23969.477652955717,4.078254228184695
"((3, 0, 1), (5, 0, 2, 7))",30293.670609152774,23969.576643572298,4.078266120392228
"((5, 1, 11), (3, 0, 0, 7))",30293.709001361538,23969.64643222686,4.07827450443096
"((2, 0, 6), (5, 1, 2, 7))",30293.77600925409,23969.7682171601,4.078289135026773
"((5, 2, 4), (1, 1, 1, 7))",30293.86204674444,23969.92454911211,4.078307915918149
"((3, 0, 1), (4, 0, 1, 7))",30293.875123877588,23969.94830673101,4.0783107700324495
"((9, 2, 3), (0, 0, 1, 7))",30293.8858214899,23969.9677406558,4.078313104721077
"((5, 0, 1), (4, 0, 2, 7))",30293.98741119091,23970.15226109565,4.078335272027845
"((1, 2, 11), (4, 1, 0, 7))",30293.999263401693,23970.173784675637,4.078337857756561
"((3, 1, 1), (5, 0, 0, 7))",30294.019108943434,23970.20982227479,4.078342187122545
"((9, 2, 6), (0, 0, 1, 7))",30294.02290828293,23970.216721247027,4.0783430159284695
"((4, 0, 5), (5, 0, 0, 7))",30294.080976280897,23970.32215258825,4.078355681890494
"((3, 2, 4), (4, 0, 1, 7))",30294.0831364232,23970.3260742757,4.07835615302122
"((1, 0, 3), (4, 0, 1, 7))",30294.166626102622,23970.477626854754,4.0783743597440845
"((8, 0, 4), (0, 1, 2, 7))",30294.29100367474,23970.703324418144,4.078401473852029
"((9, 2, 5), (0, 1, 0, 7))",30294.30680561701,23970.731992393725,4.078404917870532
"((4, 0, 0), (5, 1, 2, 7))",30294.37816263617,23970.861430515728,4.078420467879843
"((2, 1, 1), (0, 0, 1, 7))",30294.378762672804,23970.86251882637,4.078420598623709
"((8, 2, 6), (0, 0, 1, 7))",30294.40621529059,23970.912308494295,4.078426580090281
"((8, 2, 6), (0, 0, 2, 7))",30294.416436621224,23970.93084536951,4.078428807012132
"((5, 0, 1), (3, 0, 2, 7))",30294.44850527529,23970.98899945338,4.078435793335262
"((5, 1, 3), (3, 1, 2, 7))",30294.511011228882,23971.102332009017,4.078449408507269
"((10, 2, 1), (0, 0, 1, 7))",30294.650459965473,23971.355091001427,4.078479773631736
"((6, 0, 2), (2, 1, 1, 7))",30294.6617333982,23971.37551979986,4.078482227839205
"((5, 0, 0), (5, 1, 2, 7))",30294.746562816465,23971.529217007486,4.078500692206369
"((4, 1, 5), (4, 1, 1, 7))",30294.783475665332,23971.59608403237,4.07850872525601
"((1, 0, 1), (4, 1, 0, 7))",30294.78897258047,23971.606040925555,4.078509921424335
"((3, 0, 2), (2, 0, 1, 7))",30294.868108443203,23971.749364973024,4.078527139615067
"((0, 2, 5), (5, 0, 1, 7))",30294.87297175587,23971.758171796122,4.078528197620075
"((4, 2, 6), (0, 1, 2, 7))",30294.963363192215,23971.921833812623,4.078547859106514
"((1, 0, 3), (5, 1, 2, 7))",30295.022031913843,23972.02803350271,4.078560617373894
"((5, 0, 1), (3, 0, 1, 7))",30295.038801079256,23972.05838467467,4.078564263602679
"((1, 1, 0), (4, 0, 0, 7))",30295.106339155343,23972.18060795307,4.078578946858955
"((4, 2, 4), (4, 1, 0, 7))",30295.14186875748,23972.244895040996,4.078586669968657
"((5, 1, 9), (5, 1, 0, 7))",30295.15930487737,23972.27644119001,4.078590459755648
"((4, 2, 1), (5, 0, 0, 7))",30295.218007392905,23972.38263523856,4.078603217345282
"((6, 1, 4), (5, 1, 2, 7))",30295.32226594318,23972.571191810584,4.078625869531558
"((5, 1, 5), (5, 0, 2, 7))",30295.457348828593,23972.815401993535,4.078655207647406
"((5, 2, 8), (5, 1, 0, 7))",30295.781973159465,23973.401843921165,4.078725659669531
"((5, 2, 4), (3, 1, 2, 7))",30295.809051286666,23973.45073373268,4.078731533032125
"((2, 0, 2), (5, 1, 0, 7))",30295.8092753285,23973.45113822467,4.0787315816256475
"((4, 1, 3), (3, 0, 2, 7))",30295.837299840794,23973.50173225364,4.078737659723887
"((5, 1, 6), (0, 1, 2, 7))",30295.900332374094,23973.615511436816,4.078751328551357
"((6, 0, 2), (5, 0, 2, 7))",30295.90052979325,23973.615867759512,4.078751371358077
"((1, 0, 2), (5, 1, 2, 7))",30295.963741781456,23973.72994780839,4.078765076329956
"((5, 0, 1), (2, 0, 1, 7))",30296.114370533985,23974.001698063126,4.078797722963931
"((4, 2, 10), (2, 1, 0, 7))",30296.138233282658,23974.044737016317,4.078802893435447
"((4, 0, 6), (3, 1, 2, 7))",30296.275813619166,23974.292813656502,4.078832696046956
"((1, 0, 0), (4, 1, 1, 7))",30296.313752814192,23974.361204221434,4.0788409121266165
"((5, 2, 12), (0, 1, 0, 7))",30296.380529858074,23974.48155886916,4.078855370895516
"((3, 2, 6), (1, 0, 1, 7))",30296.38062357459,23974.481727759805,4.078855391185142
"((3, 1, 3), (0, 1, 0, 7))",30296.4766618384,23974.654776053936,4.078876180289181
"((1, 0, 1), (4, 0, 0, 7))",30296.48938164719,23974.677691507975,4.078878933230263
"((7, 0, 1), (0, 0, 1, 7))",30296.55531387365,23974.79645728347,4.078893201120481
"((4, 1, 11), (3, 0, 0, 7))",30296.59826294512,23974.87380939472,4.078902493792776
"((2, 0, 2), (0, 1, 0, 7))",30296.68116727005,23975.023091834704,4.078920427793175
"((3, 2, 4), (4, 1, 0, 7))",30296.747533054746,23975.142565667597,4.078934780745653
"((5, 0, 4), (2, 0, 2, 7))",30296.790452481884,23975.219817202964,4.078944061335294
"((2, 0, 1), (4, 0, 1, 7))",30296.796752537884,23975.23115591383,4.078945423507864
"((1, 2, 1), (4, 0, 0, 7))",30296.836989738935,23975.303568650015,4.078954122789842
"((1, 0, 0), (3, 1, 1, 7))",30296.884374112695,23975.388831914846,4.078964365866159
"((3, 2, 6), (4, 0, 1, 7))",30296.983472095162,23975.56710702902,4.07898578289263
"((7, 2, 6), (0, 0, 0, 7))",30297.019992749207,23975.632792765213,4.078993674028515
"((7, 2, 6), (0, 0, 0, 0))",30297.019992749207,23975.632792765213,4.078993674028515
"((4, 2, 8), (4, 0, 0, 7))",30297.163315091373,23975.890497657827,4.079024633327195
"((1, 0, 6), (1, 0, 1, 7))",30297.1669108878,23975.89696167938,4.079025409880453
"((1, 1, 12), (0, 1, 0, 7))",30297.170359857413,23975.903161687,4.079026154716477
"((6, 1, 4), (2, 1, 1, 7))",30297.18160596479,23975.923377675215,4.079028583358055
"((4, 0, 2), (5, 0, 0, 7))",30297.361080015908,23976.245902634008,4.079067329795617
"((2, 2, 2), (4, 1, 1, 7))",30297.370402714743,23976.262651044486,4.079069341860801
"((6, 2, 6), (2, 1, 0, 7))",30297.3709051249,23976.263553620105,4.079069450291448
"((6, 2, 4), (5, 1, 2, 7))",30297.43426027311,23976.377359121347,4.079083122280632
"((6, 2, 4), (2, 1, 1, 7))",30297.54787833805,23976.58139533577,4.0791076341090236
"((4, 0, 1), (1, 0, 0, 7))",30297.567948567237,23976.6174299993,4.079111963122338
"((8, 0, 0), (0, 0, 2, 7))",30297.64221771297,23976.75075508416,4.079127980090745
"((2, 2, 0), (1, 0, 0, 7))",30297.805394028957,23977.04357311253,4.07916315769528
"((2, 2, 6), (4, 0, 2, 7))",30297.88322269416,23977.183182680204,4.079179929648114
"((2, 0, 1), (5, 1, 2, 7))",30297.905197377237,23977.222594809075,4.079184664412196
"((6, 2, 7), (1, 0, 0, 7))",30298.002236723838,23977.39660460447,4.079205569025897
"((1, 0, 1), (2, 1, 1, 7))",30298.077022353264,23977.530673012385,4.079221675293194
